  locus,   size,  type,      raw,      pM,     pKM,"	gene", product,,,,,,,,,,,,,,,,,,,,
PROKKA_00050,495, igtop,360,65.93,133.2,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00050,495, igbot,3,0.55,1.11,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00050,687, sense,669,122.52,178.35,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00050,687, antis,3,0.55,0.8,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00051,30, igtop,18,3.3,109.89,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00051,30, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00051,354, sense,76,13.92,39.32,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00051,354, antis,1,0.18,0.52,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00052,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00052,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00052,666, sense,61,11.17,16.77,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00052,666, antis,1,0.18,0.27,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00053,14, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00053,14, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00053,384, sense,1,0.18,0.48,"	n/a","  ""putative transcriptional regulator""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00053,384, antis,7,1.28,3.34,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00054,281, igtop,1,0.18,0.65,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00054,281, igbot,3,0.55,1.96,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00054,1662, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00054,1662, antis,4,0.73,0.44,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00055,609, igtop,8,1.47,2.41,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00055,609, igbot,2,0.37,0.6,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00055,141, sense,9,1.65,11.69,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00055,141, antis,1,0.18,1.3,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00056,61, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00056,61, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00056,138, sense,1,0.18,1.33,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00056,138, antis,5,0.92,6.64,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00057,625, igtop,15,2.75,4.4,,,,,,,"	phzH_1",0,0,0,,"	phzH_1",,,,,"	phzH_1",,,,,
PROKKA_00057,625, igbot,37,6.78,10.84,,,,,,,0,"	phzH_1",0,0,,,"	phzH_1",,,,"	phzH_1",,,,,
PROKKA_00057,1833, sense,1,0.18,0.1,"	phzH_1"," ""potential phenazine-modifying enzyme""",,,,,0,0,"	phzH_1",0,,,,"	phzH_1",,,"	phzH_1",,,,,
PROKKA_00057,1833, antis,2,0.37,0.2,,,,,,,0,0,0,"	phzH_1",,,,,"	phzH_1",,"	phzH_1",,,,,
PROKKA_00058,52, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00058,52, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00058,429, sense,1,0.18,0.43,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00058,429, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00059,208, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00059,208, igbot,17,3.11,14.97,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00059,549, sense,9,1.65,3,"	n/a","  ""RNA 2'-phosphotransferase-like protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00059,549, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00060,38, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00060,38, igbot,21,3.85,101.21,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00060,507, sense,66,12.09,23.84,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00060,507, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00061,65, igtop,0,0,0,,,,,,,"	bexR_1",0,0,0,,"	bexR_1",,,,,"	bexR_1",,,,,
PROKKA_00061,65, igbot,1,0.18,2.82,,,,,,,0,"	bexR_1",0,0,,,"	bexR_1",,,,"	bexR_1",,,,,
PROKKA_00061,921, sense,22,4.03,4.37,"	bexR_1"," ""bistable expression regulator"," BexR""",,,,0,0,"	bexR_1",0,,,,"	bexR_1",,,"	bexR_1",,,,,
PROKKA_00061,921, antis,1,0.18,0.2,,,,,,,0,0,0,"	bexR_1",,,,,"	bexR_1",,"	bexR_1",,,,,
PROKKA_00062,107, igtop,1,0.18,1.71,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00062,107, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00062,888, sense,1,0.18,0.21,"	n/a","  ""putative metallo-beta-lactamase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00062,888, antis,2,0.37,0.41,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00063,62, igtop,0,0,0,,,,,,,"	dsbM_1",0,0,0,,"	dsbM_1",,,,,"	dsbM_1",,,,,
PROKKA_00063,62, igbot,0,0,0,,,,,,,0,"	dsbM_1",0,0,,,"	dsbM_1",,,,"	dsbM_1",,,,,
PROKKA_00063,705, sense,1,0.18,0.26,"	dsbM_1"," ""DsbM""",,,,,0,0,"	dsbM_1",0,,,,"	dsbM_1",,,"	dsbM_1",,,,,
PROKKA_00063,705, antis,0,0,0,,,,,,,0,0,0,"	dsbM_1",,,,,"	dsbM_1",,"	dsbM_1",,,,,
PROKKA_00064,113, igtop,0,0,0,,,,,,,"	osmC",0,0,0,,"	osmC",,,,,"	osmC",,,,,
PROKKA_00064,113, igbot,0,0,0,,,,,,,0,"	osmC",0,0,,,"	osmC",,,,"	osmC",,,,,
PROKKA_00064,426, sense,9,1.65,3.87,"	osmC"," ""osmotically inducible protein OsmC""",,,,,0,0,"	osmC",0,,,,"	osmC",,,"	osmC",,,,,
PROKKA_00064,426, antis,0,0,0,,,,,,,0,0,0,"	osmC",,,,,"	osmC",,"	osmC",,,,,
PROKKA_00065,110, igtop,47,8.61,78.25,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00065,110, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00065,234, sense,55,10.07,43.05,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00065,234, antis,3,0.55,2.35,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00066,11, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00066,11, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00066,438, sense,3,0.55,1.25,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00066,438, antis,3,0.55,1.25,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00067,56, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00067,56, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00067,417, sense,0,0,0,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00067,417, antis,1,0.18,0.44,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00068,91, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00068,91, igbot,7,1.28,14.09,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00068,1128, sense,9,1.65,1.46,"	n/a","  ""putative aminopeptidase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00068,1128, antis,6,1.1,0.97,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00069,7, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00069,7, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00069,984, sense,25,4.58,4.65,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00069,984, antis,6,1.1,1.12,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00070,32, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00070,32, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00070,666, sense,21,3.85,5.77,"	n/a","  ""putative phosphatase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00070,666, antis,1,0.18,0.27,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00071,8, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00071,8, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00071,543, sense,36,6.59,12.14,"	n/a","  ""putative carbonic anhydrases""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00071,543, antis,1,0.18,0.34,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00072,77, igtop,7,1.28,16.65,,,,,,,"	prlC",0,0,0,,"	prlC",,,,,"	prlC",,,,,
PROKKA_00072,77, igbot,0,0,0,,,,,,,0,"	prlC",0,0,,,"	prlC",,,,"	prlC",,,,,
PROKKA_00072,2046, sense,254,46.52,22.74,"	prlC"," ""oligopeptidase A""",,,,,0,0,"	prlC",0,,,,"	prlC",,,"	prlC",,,,,
PROKKA_00072,2046, antis,5,0.92,0.45,,,,,,,0,0,0,"	prlC",,,,,"	prlC",,"	prlC",,,,,
PROKKA_00073,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00073,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00073,276, sense,21,3.85,13.94,"	n/a","  ""putative nucleic-acid-binding protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00073,276, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00074,88, igtop,2,0.37,4.16,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00074,88, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00074,1059, sense,1,0.18,0.17,"	n/a","  ""putative DNA repair photolyase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00074,1059, antis,13,2.38,2.25,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00075,229, igtop,0,0,0,,,,,,,"	tagQ1",0,0,0,,"	tagQ1",,,,,"	tagQ1",,,,,
PROKKA_00075,229, igbot,4,0.73,3.2,,,,,,,0,"	tagQ1",0,0,,,"	tagQ1",,,,"	tagQ1",,,,,
PROKKA_00075,915, sense,339,62.09,67.85,"	tagQ1"," ""TagQ1""",,,,,0,0,"	tagQ1",0,,,,"	tagQ1",,,"	tagQ1",,,,,
PROKKA_00075,915, antis,1,0.18,0.2,,,,,,,0,0,0,"	tagQ1",,,,,"	tagQ1",,"	tagQ1",,,,,
PROKKA_00076,61, igtop,0,0,0,,,,,,,"	tagR1",0,0,0,,"	tagR1",,,,,"	tagR1",,,,,
PROKKA_00076,61, igbot,200,36.63,600.48,,,,,,,0,"	tagR1",0,0,,,"	tagR1",,,,"	tagR1",,,,,
PROKKA_00076,1713, sense,437,80.03,46.72,"	tagR1"," ""TagR1""",,,,,0,0,"	tagR1",0,,,,"	tagR1",,,"	tagR1",,,,,
PROKKA_00076,1713, antis,8,1.47,0.86,,,,,,,0,0,0,"	tagR1",,,,,"	tagR1",,"	tagR1",,,,,
PROKKA_00077,8, igtop,0,0,0,,,,,,,"	tagS1",0,0,0,,"	tagS1",,,,,"	tagS1",,,,,
PROKKA_00077,8, igbot,0,0,0,,,,,,,0,"	tagS1",0,0,,,"	tagS1",,,,"	tagS1",,,,,
PROKKA_00077,1200, sense,12,2.2,1.83,"	tagS1"," ""TagS1""",,,,,0,0,"	tagS1",0,,,,"	tagS1",,,"	tagS1",,,,,
PROKKA_00077,1200, antis,0,0,0,,,,,,,0,0,0,"	tagS1",,,,,"	tagS1",,"	tagS1",,,,,
PROKKA_00078,51, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00078,51, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00078,90, sense,0,0,0,"	n/a","  ""tRNA-Ser""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00078,90, antis,2,0.37,4.07,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00079,574, igtop,0,0,0,,,,,,,"	ppkA_1",0,0,0,,"	ppkA_1",,,,,"	ppkA_1",,,,,
PROKKA_00079,574, igbot,1,0.18,0.32,,,,,,,0,"	ppkA_1",0,0,,,"	ppkA_1",,,,"	ppkA_1",,,,,
PROKKA_00079,3099, sense,83,15.2,4.91,"	ppkA_1"," ""serine/threonine protein kinase PpkA""",,,,,0,0,"	ppkA_1",0,,,,"	ppkA_1",,,"	ppkA_1",,,,,
PROKKA_00079,3099, antis,0,0,0,,,,,,,0,0,0,"	ppkA_1",,,,,"	ppkA_1",,"	ppkA_1",,,,,
PROKKA_00080,7, igtop,0,0,0,,,,,,,"	pppA",0,0,0,,"	pppA",,,,,"	pppA",,,,,
PROKKA_00080,7, igbot,0,0,0,,,,,,,0,"	pppA",0,0,,,"	pppA",,,,"	pppA",,,,,
PROKKA_00080,729, sense,21,3.85,5.28,"	pppA"," ""PppA""",,,,,0,0,"	pppA",0,,,,"	pppA",,,"	pppA",,,,,
PROKKA_00080,729, antis,0,0,0,,,,,,,0,0,0,"	pppA",,,,,"	pppA",,"	pppA",,,,,
PROKKA_00081,9, igtop,0,0,0,,,,,,,"	tagF1",0,0,0,,"	tagF1",,,,,"	tagF1",,,,,
PROKKA_00081,9, igbot,6,1.1,122.1,,,,,,,0,"	tagF1",0,0,,,"	tagF1",,,,"	tagF1",,,,,
PROKKA_00081,681, sense,11,2.01,2.96,"	tagF1"," ""TagF1""",,,,,0,0,"	tagF1",0,,,,"	tagF1",,,"	tagF1",,,,,
PROKKA_00081,681, antis,0,0,0,,,,,,,0,0,0,"	tagF1",,,,,"	tagF1",,"	tagF1",,,,,
PROKKA_00082,4, igtop,0,0,0,,,,,,,"	icmF1_1",0,0,0,,"	icmF1_1",,,,,"	icmF1_1",,,,,
PROKKA_00082,4, igbot,0,0,0,,,,,,,0,"	icmF1_1",0,0,,,"	icmF1_1",,,,"	icmF1_1",,,,,
PROKKA_00082,3531, sense,133,24.36,6.9,"	icmF1_1"," ""IcmF1""",,,,,0,0,"	icmF1_1",0,,,,"	icmF1_1",,,"	icmF1_1",,,,,
PROKKA_00082,3531, antis,2,0.37,0.1,,,,,,,0,0,0,"	icmF1_1",,,,,"	icmF1_1",,"	icmF1_1",,,,,
PROKKA_00083,4, igtop,0,0,0,,,,,,,"	tssL1_1",0,0,0,,"	tssL1_1",,,,,"	tssL1_1",,,,,
PROKKA_00083,4, igbot,0,0,0,,,,,,,0,"	tssL1_1",0,0,,,"	tssL1_1",,,,"	tssL1_1",,,,,
PROKKA_00083,1350, sense,27,4.94,3.66,"	tssL1_1"," ""TssL1""",,,,,0,0,"	tssL1_1",0,,,,"	tssL1_1",,,"	tssL1_1",,,,,
PROKKA_00083,1350, antis,0,0,0,,,,,,,0,0,0,"	tssL1_1",,,,,"	tssL1_1",,"	tssL1_1",,,,,
PROKKA_00084,6, igtop,0,0,0,,,,,,,"	tssK1_1",0,0,0,,"	tssK1_1",,,,,"	tssK1_1",,,,,
PROKKA_00084,6, igbot,0,0,0,,,,,,,0,"	tssK1_1",0,0,,,"	tssK1_1",,,,"	tssK1_1",,,,,
PROKKA_00084,1335, sense,27,4.94,3.7,"	tssK1_1"," ""TssK1""",,,,,0,0,"	tssK1_1",0,,,,"	tssK1_1",,,"	tssK1_1",,,,,
PROKKA_00084,1335, antis,2,0.37,0.27,,,,,,,0,0,0,"	tssK1_1",,,,,"	tssK1_1",,"	tssK1_1",,,,,
PROKKA_00085,15, igtop,0,0,0,,,,,,,"	tssJ1",0,0,0,,"	tssJ1",,,,,"	tssJ1",,,,,
PROKKA_00085,15, igbot,0,0,0,,,,,,,0,"	tssJ1",0,0,,,"	tssJ1",,,,"	tssJ1",,,,,
PROKKA_00085,465, sense,19,3.48,7.48,"	tssJ1"," ""TssJ1""",,,,,0,0,"	tssJ1",0,,,,"	tssJ1",,,"	tssJ1",,,,,
PROKKA_00085,465, antis,1,0.18,0.39,,,,,,,0,0,0,"	tssJ1",,,,,"	tssJ1",,"	tssJ1",,,,,
PROKKA_00086,44, igtop,0,0,0,,,,,,,"	fha1",0,0,0,,"	fha1",,,,,"	fha1",,,,,
PROKKA_00086,44, igbot,3,0.55,12.49,,,,,,,0,"	fha1",0,0,,,"	fha1",,,,"	fha1",,,,,
PROKKA_00086,1518, sense,115,21.06,13.87,"	fha1"," ""Fha1""",,,,,0,0,"	fha1",0,,,,"	fha1",,,"	fha1",,,,,
PROKKA_00086,1518, antis,0,0,0,,,,,,,0,0,0,"	fha1",,,,,"	fha1",,"	fha1",,,,,
PROKKA_00087,367, igtop,1023,187.36,510.51,,,,,,,"	tssA1_1",0,0,0,,"	tssA1_1",,,,,"	tssA1_1",,,,,
PROKKA_00087,367, igbot,628,115.02,313.39,,,,,,,0,"	tssA1_1",0,0,,,"	tssA1_1",,,,"	tssA1_1",,,,,
PROKKA_00087,1035, sense,466,85.35,82.46,"	tssA1_1"," ""TssA1""",,,,,0,0,"	tssA1_1",0,,,,"	tssA1_1",,,"	tssA1_1",,,,,
PROKKA_00087,1035, antis,0,0,0,,,,,,,0,0,0,"	tssA1_1",,,,,"	tssA1_1",,"	tssA1_1",,,,,
PROKKA_00088,88, igtop,12,2.2,24.97,,,,,,,"	tssB1_1",0,0,0,,"	tssB1_1",,,,,"	tssB1_1",,,,,
PROKKA_00088,88, igbot,0,0,0,,,,,,,0,"	tssB1_1",0,0,,,"	tssB1_1",,,,"	tssB1_1",,,,,
PROKKA_00088,519, sense,314,57.51,110.81,"	tssB1_1"," ""TssB1""",,,,,0,0,"	tssB1_1",0,,,,"	tssB1_1",,,"	tssB1_1",,,,,
PROKKA_00088,519, antis,0,0,0,,,,,,,0,0,0,"	tssB1_1",,,,,"	tssB1_1",,"	tssB1_1",,,,,
PROKKA_00089,12, igtop,13,2.38,198.41,,,,,,,"	tssC1",0,0,0,,"	tssC1",,,,,"	tssC1",,,,,
PROKKA_00089,12, igbot,0,0,0,,,,,,,0,"	tssC1",0,0,,,"	tssC1",,,,"	tssC1",,,,,
PROKKA_00089,1497, sense,810,148.35,99.1,"	tssC1"," ""TssC1""",,,,,0,0,"	tssC1",0,,,,"	tssC1",,,"	tssC1",,,,,
PROKKA_00089,1497, antis,4,0.73,0.49,,,,,,,0,0,0,"	tssC1",,,,,"	tssC1",,"	tssC1",,,,,
PROKKA_00090,75, igtop,35,6.41,85.47,,,,,,,"	hcp1_1",0,0,0,,"	hcp1_1",,,,,"	hcp1_1",,,,,
PROKKA_00090,75, igbot,0,0,0,,,,,,,0,"	hcp1_1",0,0,,,"	hcp1_1",,,,"	hcp1_1",,,,,
PROKKA_00090,489, sense,161,29.49,60.3,"	hcp1_1"," ""Hcp1""",,,,,0,0,"	hcp1_1",0,,,,"	hcp1_1",,,"	hcp1_1",,,,,
PROKKA_00090,489, antis,0,0,0,,,,,,,0,0,0,"	hcp1_1",,,,,"	hcp1_1",,"	hcp1_1",,,,,
PROKKA_00091,227, igtop,13,2.38,10.49,,,,,,,"	tagJ1",0,0,0,,"	tagJ1",,,,,"	tagJ1",,,,,
PROKKA_00091,227, igbot,1,0.18,0.81,,,,,,,0,"	tagJ1",0,0,,,"	tagJ1",,,,"	tagJ1",,,,,
PROKKA_00091,786, sense,12,2.2,2.8,"	tagJ1"," ""TagJ1""",,,,,0,0,"	tagJ1",0,,,,"	tagJ1",,,"	tagJ1",,,,,
PROKKA_00091,786, antis,2,0.37,0.47,,,,,,,0,0,0,"	tagJ1",,,,,"	tagJ1",,"	tagJ1",,,,,
PROKKA_00092,1, igtop,0,0,0,,,,,,,"	tssE1",0,0,0,,"	tssE1",,,,,"	tssE1",,,,,
PROKKA_00092,1, igbot,0,0,0,,,,,,,0,"	tssE1",0,0,,,"	tssE1",,,,"	tssE1",,,,,
PROKKA_00092,510, sense,28,5.13,10.06,"	tssE1"," ""TssE1""",,,,,0,0,"	tssE1",0,,,,"	tssE1",,,"	tssE1",,,,,
PROKKA_00092,510, antis,0,0,0,,,,,,,0,0,0,"	tssE1",,,,,"	tssE1",,"	tssE1",,,,,
PROKKA_00093,4, igtop,0,0,0,,,,,,,"	tssF1_1",0,0,0,,"	tssF1_1",,,,,"	tssF1_1",,,,,
PROKKA_00093,4, igbot,0,0,0,,,,,,,0,"	tssF1_1",0,0,,,"	tssF1_1",,,,"	tssF1_1",,,,,
PROKKA_00093,1860, sense,26,4.76,2.56,"	tssF1_1"," ""TssF1""",,,,,0,0,"	tssF1_1",0,,,,"	tssF1_1",,,"	tssF1_1",,,,,
PROKKA_00093,1860, antis,0,0,0,,,,,,,0,0,0,"	tssF1_1",,,,,"	tssF1_1",,"	tssF1_1",,,,,
PROKKA_00094,37, igtop,0,0,0,,,,,,,"	tssG1_1",0,0,0,,"	tssG1_1",,,,,"	tssG1_1",,,,,
PROKKA_00094,37, igbot,0,0,0,,,,,,,0,"	tssG1_1",0,0,,,"	tssG1_1",,,,"	tssG1_1",,,,,
PROKKA_00094,1047, sense,54,9.89,9.45,"	tssG1_1"," ""TssG1""",,,,,0,0,"	tssG1_1",0,,,,"	tssG1_1",,,"	tssG1_1",,,,,
PROKKA_00094,1047, antis,0,0,0,,,,,,,0,0,0,"	tssG1_1",,,,,"	tssG1_1",,"	tssG1_1",,,,,
PROKKA_00095,8, igtop,0,0,0,,,,,,,"	clpV1_1",0,0,0,,"	clpV1_1",,,,,"	clpV1_1",,,,,
PROKKA_00095,8, igbot,0,0,0,,,,,,,0,"	clpV1_1",0,0,,,"	clpV1_1",,,,"	clpV1_1",,,,,
PROKKA_00095,2709, sense,121,22.16,8.18,"	clpV1_1"," ""ClpV1""",,,,,0,0,"	clpV1_1",0,,,,"	clpV1_1",,,"	clpV1_1",,,,,
PROKKA_00095,2709, antis,0,0,0,,,,,,,0,0,0,"	clpV1_1",,,,,"	clpV1_1",,"	clpV1_1",,,,,
PROKKA_00096,37, igtop,0,0,0,,,,,,,"	vgrG1_1",0,0,0,,"	vgrG1_1",,,,,"	vgrG1_1",,,,,
PROKKA_00096,37, igbot,0,0,0,,,,,,,0,"	vgrG1_1",0,0,,,"	vgrG1_1",,,,"	vgrG1_1",,,,,
PROKKA_00096,1941, sense,89,16.3,8.4,"	vgrG1_1"," ""VgrG1""",,,,,0,0,"	vgrG1_1",0,,,,"	vgrG1_1",,,"	vgrG1_1",,,,,
PROKKA_00096,1941, antis,10,1.83,0.94,,,,,,,0,0,0,"	vgrG1_1",,,,,"	vgrG1_1",,"	vgrG1_1",,,,,
PROKKA_00097,114, igtop,2,0.37,3.21,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00097,114, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00097,285, sense,18,3.3,11.57,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00097,285, antis,1,0.18,0.64,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00098,4, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00098,4, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_00098,1293, sense,205,37.55,29.04,"	n/a","  ""PAAR motif-containing protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_00098,1293, antis,5,0.92,0.71,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_00099,15, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_00099,15, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
