locus,"	gene", product,locusNumber
PROKKA_00081_igtop,"	tagF1"," ""TagF1""",PROKKA_00081
PROKKA_00081_igbot,"	tagF1"," ""TagF1""",PROKKA_00081
PROKKA_00081_sense,"	tagF1"," ""TagF1""",PROKKA_00081
PROKKA_00081_antis,"	tagF1"," ""TagF1""",PROKKA_00081
PROKKA_00082_igtop,"	icmF1_1"," ""IcmF1""",PROKKA_00082
PROKKA_00082_igbot,"	icmF1_1"," ""IcmF1""",PROKKA_00082
PROKKA_00082_sense,"	icmF1_1"," ""IcmF1""",PROKKA_00082
PROKKA_00082_antis,"	icmF1_1"," ""IcmF1""",PROKKA_00082
PROKKA_00083_igtop,"	tssL1_1"," ""TssL1""",PROKKA_00083
PROKKA_00083_igbot,"	tssL1_1"," ""TssL1""",PROKKA_00083
PROKKA_00083_sense,"	tssL1_1"," ""TssL1""",PROKKA_00083
PROKKA_00083_antis,"	tssL1_1"," ""TssL1""",PROKKA_00083
PROKKA_00084_igtop,"	tssK1_1"," ""TssK1""",PROKKA_00084
PROKKA_00084_igbot,"	tssK1_1"," ""TssK1""",PROKKA_00084
PROKKA_00084_sense,"	tssK1_1"," ""TssK1""",PROKKA_00084
PROKKA_00084_antis,"	tssK1_1"," ""TssK1""",PROKKA_00084
PROKKA_00085_igtop,"	tssJ1"," ""TssJ1""",PROKKA_00085
PROKKA_00085_igbot,"	tssJ1"," ""TssJ1""",PROKKA_00085
PROKKA_00085_sense,"	tssJ1"," ""TssJ1""",PROKKA_00085
PROKKA_00085_antis,"	tssJ1"," ""TssJ1""",PROKKA_00085
PROKKA_00086_igtop,"	fha1"," ""Fha1""",PROKKA_00086
PROKKA_00086_igbot,"	fha1"," ""Fha1""",PROKKA_00086
PROKKA_00086_sense,"	fha1"," ""Fha1""",PROKKA_00086
PROKKA_00086_antis,"	fha1"," ""Fha1""",PROKKA_00086
PROKKA_00087_igtop,"	tssA1_1"," ""TssA1""",PROKKA_00087
PROKKA_00087_igbot,"	tssA1_1"," ""TssA1""",PROKKA_00087
PROKKA_00087_sense,"	tssA1_1"," ""TssA1""",PROKKA_00087
PROKKA_00087_antis,"	tssA1_1"," ""TssA1""",PROKKA_00087
PROKKA_00088_igtop,"	tssB1_1"," ""TssB1""",PROKKA_00088
PROKKA_00088_igbot,"	tssB1_1"," ""TssB1""",PROKKA_00088
PROKKA_00088_sense,"	tssB1_1"," ""TssB1""",PROKKA_00088
PROKKA_00088_antis,"	tssB1_1"," ""TssB1""",PROKKA_00088
PROKKA_00089_igtop,"	tssC1"," ""TssC1""",PROKKA_00089
PROKKA_00089_igbot,"	tssC1"," ""TssC1""",PROKKA_00089
PROKKA_00089_sense,"	tssC1"," ""TssC1""",PROKKA_00089
PROKKA_00089_antis,"	tssC1"," ""TssC1""",PROKKA_00089
PROKKA_00090_igtop,"	hcp1_1"," ""Hcp1""",PROKKA_00090
PROKKA_00090_igbot,"	hcp1_1"," ""Hcp1""",PROKKA_00090
PROKKA_00090_sense,"	hcp1_1"," ""Hcp1""",PROKKA_00090
PROKKA_00090_antis,"	hcp1_1"," ""Hcp1""",PROKKA_00090
PROKKA_00091_igtop,"	tagJ1"," ""TagJ1""",PROKKA_00091
PROKKA_00091_igbot,"	tagJ1"," ""TagJ1""",PROKKA_00091
PROKKA_00091_sense,"	tagJ1"," ""TagJ1""",PROKKA_00091
PROKKA_00091_antis,"	tagJ1"," ""TagJ1""",PROKKA_00091
PROKKA_00092_igtop,"	tssE1"," ""TssE1""",PROKKA_00092
PROKKA_00092_igbot,"	tssE1"," ""TssE1""",PROKKA_00092
PROKKA_00092_sense,"	tssE1"," ""TssE1""",PROKKA_00092
PROKKA_00092_antis,"	tssE1"," ""TssE1""",PROKKA_00092
PROKKA_00093_igtop,"	tssF1_1"," ""TssF1""",PROKKA_00093
PROKKA_00093_igbot,"	tssF1_1"," ""TssF1""",PROKKA_00093
PROKKA_00093_sense,"	tssF1_1"," ""TssF1""",PROKKA_00093
PROKKA_00093_antis,"	tssF1_1"," ""TssF1""",PROKKA_00093
PROKKA_00094_igtop,"	tssG1_1"," ""TssG1""",PROKKA_00094
PROKKA_00094_igbot,"	tssG1_1"," ""TssG1""",PROKKA_00094
PROKKA_00094_sense,"	tssG1_1"," ""TssG1""",PROKKA_00094
PROKKA_00094_antis,"	tssG1_1"," ""TssG1""",PROKKA_00094
PROKKA_00095_igtop,"	clpV1_1"," ""ClpV1""",PROKKA_00095
PROKKA_00095_igbot,"	clpV1_1"," ""ClpV1""",PROKKA_00095
PROKKA_00095_sense,"	clpV1_1"," ""ClpV1""",PROKKA_00095
PROKKA_00095_antis,"	clpV1_1"," ""ClpV1""",PROKKA_00095
PROKKA_00096_igtop,"	vgrG1_1"," ""VgrG1""",PROKKA_00096
PROKKA_00096_igbot,"	vgrG1_1"," ""VgrG1""",PROKKA_00096
PROKKA_00096_sense,"	vgrG1_1"," ""VgrG1""",PROKKA_00096
PROKKA_00096_antis,"	vgrG1_1"," ""VgrG1""",PROKKA_00096
PROKKA_00097_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00097
PROKKA_00097_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00097
PROKKA_00097_sense,"	n/a","  ""hypothetical protein""",PROKKA_00097
PROKKA_00097_antis,"	n/a","  ""hypothetical protein""",PROKKA_00097
PROKKA_00098_igtop,"	n/a","  ""PAAR motif-containing protein""",PROKKA_00098
PROKKA_00098_igbot,"	n/a","  ""PAAR motif-containing protein""",PROKKA_00098
PROKKA_00098_sense,"	n/a","  ""PAAR motif-containing protein""",PROKKA_00098
PROKKA_00098_antis,"	n/a","  ""PAAR motif-containing protein""",PROKKA_00098
PROKKA_00099_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00099
PROKKA_00099_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00099
PROKKA_00099_sense,"	n/a","  ""hypothetical protein""",PROKKA_00099
PROKKA_00099_antis,"	n/a","  ""hypothetical protein""",PROKKA_00099
PROKKA_00100_igtop,"	vgrG4_1"," ""VgrG4""",PROKKA_00100
PROKKA_00100_igbot,"	vgrG4_1"," ""VgrG4""",PROKKA_00100
PROKKA_00100_sense,"	vgrG4_1"," ""VgrG4""",PROKKA_00100
PROKKA_00100_antis,"	vgrG4_1"," ""VgrG4""",PROKKA_00100
PROKKA_00101_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00101
PROKKA_00101_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00101
PROKKA_00101_sense,"	n/a","  ""hypothetical protein""",PROKKA_00101
PROKKA_00101_antis,"	n/a","  ""hypothetical protein""",PROKKA_00101
PROKKA_00102_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00102
PROKKA_00102_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00102
PROKKA_00102_sense,"	n/a","  ""hypothetical protein""",PROKKA_00102
PROKKA_00102_antis,"	n/a","  ""hypothetical protein""",PROKKA_00102
PROKKA_00103_igtop,"	n/a","  ""3-oxoacyl-(acyl carrier protein) synthase""",PROKKA_00103
PROKKA_00103_igbot,"	n/a","  ""3-oxoacyl-(acyl carrier protein) synthase""",PROKKA_00103
PROKKA_00103_sense,"	n/a","  ""3-oxoacyl-(acyl carrier protein) synthase""",PROKKA_00103
PROKKA_00103_antis,"	n/a","  ""3-oxoacyl-(acyl carrier protein) synthase""",PROKKA_00103
PROKKA_00104_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00104
PROKKA_00104_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00104
PROKKA_00104_sense,"	n/a","  ""hypothetical protein""",PROKKA_00104
PROKKA_00104_antis,"	n/a","  ""hypothetical protein""",PROKKA_00104
PROKKA_00105_igtop,"	n/a","  ""putative protein related to plant photosystem II stability/assembly factor""",PROKKA_00105
PROKKA_00105_igbot,"	n/a","  ""putative protein related to plant photosystem II stability/assembly factor""",PROKKA_00105
PROKKA_00105_sense,"	n/a","  ""putative protein related to plant photosystem II stability/assembly factor""",PROKKA_00105
PROKKA_00105_antis,"	n/a","  ""putative protein related to plant photosystem II stability/assembly factor""",PROKKA_00105
PROKKA_00106_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00106
PROKKA_00106_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00106
PROKKA_00106_sense,"	n/a","  ""hypothetical protein""",PROKKA_00106
PROKKA_00106_antis,"	n/a","  ""hypothetical protein""",PROKKA_00106
PROKKA_00107_igtop,"	cynT_1"," ""carbonate dehydratase""",PROKKA_00107
PROKKA_00107_igbot,"	cynT_1"," ""carbonate dehydratase""",PROKKA_00107
PROKKA_00107_sense,"	cynT_1"," ""carbonate dehydratase""",PROKKA_00107
PROKKA_00107_antis,"	cynT_1"," ""carbonate dehydratase""",PROKKA_00107
PROKKA_00108_igtop,"	n/a","  ""putative sulfate transporter""",PROKKA_00108
PROKKA_00108_igbot,"	n/a","  ""putative sulfate transporter""",PROKKA_00108
PROKKA_00108_sense,"	n/a","  ""putative sulfate transporter""",PROKKA_00108
PROKKA_00108_antis,"	n/a","  ""putative sulfate transporter""",PROKKA_00108
PROKKA_00109_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00109
PROKKA_00109_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00109
PROKKA_00109_sense,"	n/a","  ""hypothetical protein""",PROKKA_00109
PROKKA_00109_antis,"	n/a","  ""hypothetical protein""",PROKKA_00109
PROKKA_00110_igtop,"	coxB_1"," ""cytochrome c oxidase subunit II""",PROKKA_00110
PROKKA_00110_igbot,"	coxB_1"," ""cytochrome c oxidase subunit II""",PROKKA_00110
PROKKA_00110_sense,"	coxB_1"," ""cytochrome c oxidase subunit II""",PROKKA_00110
PROKKA_00110_antis,"	coxB_1"," ""cytochrome c oxidase subunit II""",PROKKA_00110
PROKKA_00111_igtop,"	coxA"," ""cytochrome c oxidase  subunit I""",PROKKA_00111
PROKKA_00111_igbot,"	coxA"," ""cytochrome c oxidase  subunit I""",PROKKA_00111
PROKKA_00111_sense,"	coxA"," ""cytochrome c oxidase  subunit I""",PROKKA_00111
PROKKA_00111_antis,"	coxA"," ""cytochrome c oxidase  subunit I""",PROKKA_00111
PROKKA_00112_igtop,"	n/a","  ""cytochrome C oxidase assembly protein""",PROKKA_00112
PROKKA_00112_igbot,"	n/a","  ""cytochrome C oxidase assembly protein""",PROKKA_00112
PROKKA_00112_sense,"	n/a","  ""cytochrome C oxidase assembly protein""",PROKKA_00112
PROKKA_00112_antis,"	n/a","  ""cytochrome C oxidase assembly protein""",PROKKA_00112
PROKKA_00113_igtop,"	coIII_1"," ""cytochrome c oxidase subunit III""",PROKKA_00113
PROKKA_00113_igbot,"	coIII_1"," ""cytochrome c oxidase subunit III""",PROKKA_00113
PROKKA_00113_sense,"	coIII_1"," ""cytochrome c oxidase subunit III""",PROKKA_00113
PROKKA_00113_antis,"	coIII_1"," ""cytochrome c oxidase subunit III""",PROKKA_00113
PROKKA_00114_igtop,"	n/a","  ""major facilitator superfamily permease""",PROKKA_00114
PROKKA_00114_igbot,"	n/a","  ""major facilitator superfamily permease""",PROKKA_00114
PROKKA_00114_sense,"	n/a","  ""major facilitator superfamily permease""",PROKKA_00114
PROKKA_00114_antis,"	n/a","  ""major facilitator superfamily permease""",PROKKA_00114
PROKKA_00115_igtop,"	surf1"," ""protein Surf1""",PROKKA_00115
PROKKA_00115_igbot,"	surf1"," ""protein Surf1""",PROKKA_00115
PROKKA_00115_sense,"	surf1"," ""protein Surf1""",PROKKA_00115
PROKKA_00115_antis,"	surf1"," ""protein Surf1""",PROKKA_00115
PROKKA_00116_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00116
PROKKA_00116_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00116
PROKKA_00116_sense,"	n/a","  ""hypothetical protein""",PROKKA_00116
PROKKA_00116_antis,"	n/a","  ""hypothetical protein""",PROKKA_00116
PROKKA_00117_igtop,"	n/a","  ""putative cytochrome oxidase assembly protein""",PROKKA_00117
PROKKA_00117_igbot,"	n/a","  ""putative cytochrome oxidase assembly protein""",PROKKA_00117
PROKKA_00117_sense,"	n/a","  ""putative cytochrome oxidase assembly protein""",PROKKA_00117
PROKKA_00117_antis,"	n/a","  ""putative cytochrome oxidase assembly protein""",PROKKA_00117
PROKKA_00118_igtop,"	cyoE_1"," ""cytochrome o ubiquinol oxidase protein CyoE""",PROKKA_00118
PROKKA_00118_igbot,"	cyoE_1"," ""cytochrome o ubiquinol oxidase protein CyoE""",PROKKA_00118
PROKKA_00118_sense,"	cyoE_1"," ""cytochrome o ubiquinol oxidase protein CyoE""",PROKKA_00118
PROKKA_00118_antis,"	cyoE_1"," ""cytochrome o ubiquinol oxidase protein CyoE""",PROKKA_00118
PROKKA_00119_igtop,"	senC"," ""SenC""",PROKKA_00119
PROKKA_00119_igbot,"	senC"," ""SenC""",PROKKA_00119
PROKKA_00119_sense,"	senC"," ""SenC""",PROKKA_00119
PROKKA_00119_antis,"	senC"," ""SenC""",PROKKA_00119
PROKKA_00120_igtop,"	n/a","  ""putative acyltransferase""",PROKKA_00120
PROKKA_00120_igbot,"	n/a","  ""putative acyltransferase""",PROKKA_00120
PROKKA_00120_sense,"	n/a","  ""putative acyltransferase""",PROKKA_00120
PROKKA_00120_antis,"	n/a","  ""putative acyltransferase""",PROKKA_00120
PROKKA_00121_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_00121
PROKKA_00121_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_00121
PROKKA_00121_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_00121
PROKKA_00121_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_00121
PROKKA_00122_igtop,"	fabG_1"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00122
PROKKA_00122_igbot,"	fabG_1"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00122
PROKKA_00122_sense,"	fabG_1"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00122
PROKKA_00122_antis,"	fabG_1"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00122
PROKKA_00123_igtop,"	n/a","  ""putative 2-hydroxychromene-2-carboxylate isomerase""",PROKKA_00123
PROKKA_00123_igbot,"	n/a","  ""putative 2-hydroxychromene-2-carboxylate isomerase""",PROKKA_00123
PROKKA_00123_sense,"	n/a","  ""putative 2-hydroxychromene-2-carboxylate isomerase""",PROKKA_00123
PROKKA_00123_antis,"	n/a","  ""putative 2-hydroxychromene-2-carboxylate isomerase""",PROKKA_00123
PROKKA_00124_igtop,"	dctA_1"," ""C4-dicarboxylate transport protein""",PROKKA_00124
PROKKA_00124_igbot,"	dctA_1"," ""C4-dicarboxylate transport protein""",PROKKA_00124
PROKKA_00124_sense,"	dctA_1"," ""C4-dicarboxylate transport protein""",PROKKA_00124
PROKKA_00124_antis,"	dctA_1"," ""C4-dicarboxylate transport protein""",PROKKA_00124
PROKKA_00125_igtop,"	glcC_1"," ""transcriptional regulator GlcC""",PROKKA_00125
PROKKA_00125_igbot,"	glcC_1"," ""transcriptional regulator GlcC""",PROKKA_00125
PROKKA_00125_sense,"	glcC_1"," ""transcriptional regulator GlcC""",PROKKA_00125
PROKKA_00125_antis,"	glcC_1"," ""transcriptional regulator GlcC""",PROKKA_00125
PROKKA_00126_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_00126
PROKKA_00126_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_00126
PROKKA_00126_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_00126
PROKKA_00126_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_00126
PROKKA_00127_igtop,"	rahU"," ""rahU""",PROKKA_00127
PROKKA_00127_igbot,"	rahU"," ""rahU""",PROKKA_00127
PROKKA_00127_sense,"	rahU"," ""rahU""",PROKKA_00127
PROKKA_00127_antis,"	rahU"," ""rahU""",PROKKA_00127
PROKKA_00128_igtop,"	ptxR_1"," ""transcriptional regulator PtxR""",PROKKA_00128
PROKKA_00128_igbot,"	ptxR_1"," ""transcriptional regulator PtxR""",PROKKA_00128
PROKKA_00128_sense,"	ptxR_1"," ""transcriptional regulator PtxR""",PROKKA_00128
PROKKA_00128_antis,"	ptxR_1"," ""transcriptional regulator PtxR""",PROKKA_00128
PROKKA_00129_igtop,"	n/a","  ""putative plasmid stabilisation system protein""",PROKKA_00129
PROKKA_00129_igbot,"	n/a","  ""putative plasmid stabilisation system protein""",PROKKA_00129
PROKKA_00129_sense,"	n/a","  ""putative plasmid stabilisation system protein""",PROKKA_00129
PROKKA_00129_antis,"	n/a","  ""putative plasmid stabilisation system protein""",PROKKA_00129
PROKKA_00130_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_00130
PROKKA_00130_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_00130
PROKKA_00130_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_00130
PROKKA_00130_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_00130
PROKKA_00131_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00131
PROKKA_00131_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00131
PROKKA_00131_sense,"	n/a","  ""hypothetical protein""",PROKKA_00131
PROKKA_00131_antis,"	n/a","  ""hypothetical protein""",PROKKA_00131
PROKKA_00132_igtop,"	n/a","  ""putative lipoprotein""",PROKKA_00132
PROKKA_00132_igbot,"	n/a","  ""putative lipoprotein""",PROKKA_00132
PROKKA_00132_sense,"	n/a","  ""putative lipoprotein""",PROKKA_00132
PROKKA_00132_antis,"	n/a","  ""putative lipoprotein""",PROKKA_00132
PROKKA_00133_igtop,"	n/a","  ""putative alkylphosphonate uptake protein""",PROKKA_00133
PROKKA_00133_igbot,"	n/a","  ""putative alkylphosphonate uptake protein""",PROKKA_00133
PROKKA_00133_sense,"	n/a","  ""putative alkylphosphonate uptake protein""",PROKKA_00133
PROKKA_00133_antis,"	n/a","  ""putative alkylphosphonate uptake protein""",PROKKA_00133
PROKKA_00134_igtop,"	bauD"," ""Amino acid permease""",PROKKA_00134
PROKKA_00134_igbot,"	bauD"," ""Amino acid permease""",PROKKA_00134
PROKKA_00134_sense,"	bauD"," ""Amino acid permease""",PROKKA_00134
PROKKA_00134_antis,"	bauD"," ""Amino acid permease""",PROKKA_00134
PROKKA_00135_igtop,"	bauC_1"," ""3-Oxopropanoate dehydrogenase""",PROKKA_00135
PROKKA_00135_igbot,"	bauC_1"," ""3-Oxopropanoate dehydrogenase""",PROKKA_00135
PROKKA_00135_sense,"	bauC_1"," ""3-Oxopropanoate dehydrogenase""",PROKKA_00135
PROKKA_00135_antis,"	bauC_1"," ""3-Oxopropanoate dehydrogenase""",PROKKA_00135
PROKKA_00136_igtop,"	bauB"," ""hypothetical protein""",PROKKA_00136
PROKKA_00136_igbot,"	bauB"," ""hypothetical protein""",PROKKA_00136
PROKKA_00136_sense,"	bauB"," ""hypothetical protein""",PROKKA_00136
PROKKA_00136_antis,"	bauB"," ""hypothetical protein""",PROKKA_00136
PROKKA_00137_igtop,"	bauA"," ""Beta-alanine:pyruvate transaminase""",PROKKA_00137
PROKKA_00137_igbot,"	bauA"," ""Beta-alanine:pyruvate transaminase""",PROKKA_00137
PROKKA_00137_sense,"	bauA"," ""Beta-alanine:pyruvate transaminase""",PROKKA_00137
PROKKA_00137_antis,"	bauA"," ""Beta-alanine:pyruvate transaminase""",PROKKA_00137
PROKKA_00138_igtop,"	bauR_1"," ""BauR""",PROKKA_00138
PROKKA_00138_igbot,"	bauR_1"," ""BauR""",PROKKA_00138
PROKKA_00138_sense,"	bauR_1"," ""BauR""",PROKKA_00138
PROKKA_00138_antis,"	bauR_1"," ""BauR""",PROKKA_00138
PROKKA_00139_igtop,"	n/a","  ""guanine deaminase""",PROKKA_00139
PROKKA_00139_igbot,"	n/a","  ""guanine deaminase""",PROKKA_00139
PROKKA_00139_sense,"	n/a","  ""guanine deaminase""",PROKKA_00139
PROKKA_00139_antis,"	n/a","  ""guanine deaminase""",PROKKA_00139
PROKKA_00140_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00140
PROKKA_00140_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00140
PROKKA_00140_sense,"	n/a","  ""hypothetical protein""",PROKKA_00140
PROKKA_00140_antis,"	n/a","  ""hypothetical protein""",PROKKA_00140
PROKKA_00141_igtop,"	rbsA_1"," ""ribose transport protein RbsA""",PROKKA_00141
PROKKA_00141_igbot,"	rbsA_1"," ""ribose transport protein RbsA""",PROKKA_00141
PROKKA_00141_sense,"	rbsA_1"," ""ribose transport protein RbsA""",PROKKA_00141
PROKKA_00141_antis,"	rbsA_1"," ""ribose transport protein RbsA""",PROKKA_00141
PROKKA_00142_igtop,"	n/a","  ""ABC transporter permease""",PROKKA_00142
PROKKA_00142_igbot,"	n/a","  ""ABC transporter permease""",PROKKA_00142
PROKKA_00142_sense,"	n/a","  ""ABC transporter permease""",PROKKA_00142
PROKKA_00142_antis,"	n/a","  ""ABC transporter permease""",PROKKA_00142
PROKKA_00143_igtop,"	n/a","  ""ABC transporter permease""",PROKKA_00143
PROKKA_00143_igbot,"	n/a","  ""ABC transporter permease""",PROKKA_00143
PROKKA_00143_sense,"	n/a","  ""ABC transporter permease""",PROKKA_00143
PROKKA_00143_antis,"	n/a","  ""ABC transporter permease""",PROKKA_00143
PROKKA_00144_igtop,"	ahpC"," ""alkyl hydroperoxide reductase subunit C""",PROKKA_00144
PROKKA_00144_igbot,"	ahpC"," ""alkyl hydroperoxide reductase subunit C""",PROKKA_00144
PROKKA_00144_sense,"	ahpC"," ""alkyl hydroperoxide reductase subunit C""",PROKKA_00144
PROKKA_00144_antis,"	ahpC"," ""alkyl hydroperoxide reductase subunit C""",PROKKA_00144
PROKKA_00145_igtop,"	ahpF_1"," ""alkyl hydroperoxide reductase subunit F""",PROKKA_00145
PROKKA_00145_igbot,"	ahpF_1"," ""alkyl hydroperoxide reductase subunit F""",PROKKA_00145
PROKKA_00145_sense,"	ahpF_1"," ""alkyl hydroperoxide reductase subunit F""",PROKKA_00145
PROKKA_00145_antis,"	ahpF_1"," ""alkyl hydroperoxide reductase subunit F""",PROKKA_00145
PROKKA_00146_igtop,"	ppk2"," ""polyphosphate kinase""",PROKKA_00146
PROKKA_00146_igbot,"	ppk2"," ""polyphosphate kinase""",PROKKA_00146
PROKKA_00146_sense,"	ppk2"," ""polyphosphate kinase""",PROKKA_00146
PROKKA_00146_antis,"	ppk2"," ""polyphosphate kinase""",PROKKA_00146
PROKKA_00147_igtop,"	n/a","  ""hydroxydechloroatrazine ethylaminohydrolase""",PROKKA_00147
PROKKA_00147_igbot,"	n/a","  ""hydroxydechloroatrazine ethylaminohydrolase""",PROKKA_00147
PROKKA_00147_sense,"	n/a","  ""hydroxydechloroatrazine ethylaminohydrolase""",PROKKA_00147
PROKKA_00147_antis,"	n/a","  ""hydroxydechloroatrazine ethylaminohydrolase""",PROKKA_00147
PROKKA_00148_igtop,"	nuh","  ""purine nucleosidase Nuh""",PROKKA_00148
PROKKA_00148_igbot,"	nuh","  ""purine nucleosidase Nuh""",PROKKA_00148
PROKKA_00148_sense,"	nuh","  ""purine nucleosidase Nuh""",PROKKA_00148
PROKKA_00148_antis,"	nuh","  ""purine nucleosidase Nuh""",PROKKA_00148
PROKKA_00149_igtop,"	n/a","  ""putative nucleoside 2-deoxyribosyltransferase""",PROKKA_00149
PROKKA_00149_igbot,"	n/a","  ""putative nucleoside 2-deoxyribosyltransferase""",PROKKA_00149
PROKKA_00149_sense,"	n/a","  ""putative nucleoside 2-deoxyribosyltransferase""",PROKKA_00149
PROKKA_00149_antis,"	n/a","  ""putative nucleoside 2-deoxyribosyltransferase""",PROKKA_00149
PROKKA_00150_igtop,"	n/a","  ""nucleoside 2-deoxyribosyltransferase""",PROKKA_00150
PROKKA_00150_igbot,"	n/a","  ""nucleoside 2-deoxyribosyltransferase""",PROKKA_00150
PROKKA_00150_sense,"	n/a","  ""nucleoside 2-deoxyribosyltransferase""",PROKKA_00150
PROKKA_00150_antis,"	n/a","  ""nucleoside 2-deoxyribosyltransferase""",PROKKA_00150
PROKKA_00151_igtop,"	n/a","  ""putative basic membrane protein (bmp)""",PROKKA_00151
PROKKA_00151_igbot,"	n/a","  ""putative basic membrane protein (bmp)""",PROKKA_00151
PROKKA_00151_sense,"	n/a","  ""putative basic membrane protein (bmp)""",PROKKA_00151
PROKKA_00151_antis,"	n/a","  ""putative basic membrane protein (bmp)""",PROKKA_00151
PROKKA_00152_igtop,"	n/a","  ""putative oxidoreductase""",PROKKA_00152
PROKKA_00152_igbot,"	n/a","  ""putative oxidoreductase""",PROKKA_00152
PROKKA_00152_sense,"	n/a","  ""putative oxidoreductase""",PROKKA_00152
PROKKA_00152_antis,"	n/a","  ""putative oxidoreductase""",PROKKA_00152
PROKKA_00153_igtop,"	n/a","  ""adenosine deaminase""",PROKKA_00153
PROKKA_00153_igbot,"	n/a","  ""adenosine deaminase""",PROKKA_00153
PROKKA_00153_sense,"	n/a","  ""adenosine deaminase""",PROKKA_00153
PROKKA_00153_antis,"	n/a","  ""adenosine deaminase""",PROKKA_00153
PROKKA_00154_igtop,"	pvdS_1"," ""sigma factor PvdS""",PROKKA_00154
PROKKA_00154_igbot,"	pvdS_1"," ""sigma factor PvdS""",PROKKA_00154
PROKKA_00154_sense,"	pvdS_1"," ""sigma factor PvdS""",PROKKA_00154
PROKKA_00154_antis,"	pvdS_1"," ""sigma factor PvdS""",PROKKA_00154
PROKKA_00155_igtop,"	femR_1"," ""sigma factor regulator FemR""",PROKKA_00155
PROKKA_00155_igbot,"	femR_1"," ""sigma factor regulator FemR""",PROKKA_00155
